"","doi","ps","reporting","p_value"
"4470","10.1016/j.jas.2011.02.032","p = 0.186)","exact",0.186
"4471","10.1016/j.jas.2011.02.007","p < 0.001 ","inequ",5e-04
"4472","10.1016/j.jas.2011.02.007","p > 0.1 fo","inequ",0.1
"4473","10.1016/j.jas.2011.02.007","p < 0.001 ","inequ",5e-04
"4474","10.1016/j.jas.2011.02.007","p = 0.02) ","exact",0.02
"4475","10.1016/j.jas.2010.12.015","p < 0.05) ","inequ",0.025
"4476","10.1016/j.jas.2010.12.015","p < 0.05) ","inequ",0.025
"4477","10.1016/j.jas.2010.12.015","p < 0.05).","inequ",0.025
"4478","10.1016/j.jas.2010.12.015","p < 0.05) ","inequ",0.025
"4479","10.1016/j.jas.2010.12.015","p < 0.05).","inequ",0.025
"4480","10.1016/j.jas.2010.12.015","p < 0.05).","inequ",0.025
"4481","10.1016/j.jas.2010.12.015","p < 0.05) ","inequ",0.025
"4482","10.1016/j.jas.2011.01.001","p < 0.05 p","inequ",0.025
"4483","10.1016/j.jas.2011.01.001","p < 0.001;","inequ",5e-04
"4484","10.1016/j.jas.2011.01.001","p < 0.001;","inequ",5e-04
"4485","10.1016/j.jas.2011.01.001","p < 0.05).","inequ",0.025
"4486","10.1016/j.jas.2011.01.001","p < 0.05 p","inequ",0.025
"4487","10.1016/j.jas.2011.01.001","p = 7021) ","exact",7021
"4488","10.1016/j.jas.2010.12.017","p < 0.6 (m","inequ",0.6
"4489","10.1016/j.jas.2011.01.014","p < 0.05 l","inequ",0.025
"4490","10.1016/j.jas.2011.01.014","p = 0.06; ","exact",0.06
"4491","10.1016/j.jas.2011.01.014","p = 0.06).","exact",0.06
"4492","10.1016/j.jas.2011.01.014","p = 0.70) ","exact",0.7
"4493","10.1016/j.jas.2011.01.014","p < 0.01).","inequ",0.005
"4494","10.1016/j.jas.2011.01.014","p < 0.01),","inequ",0.005
"4495","10.1016/j.jas.2011.01.011","p < 0.01) ","inequ",0.005
"4496","10.1016/j.jas.2011.01.005","p = 1.7 × ","exact",1.7
"4497","10.1016/j.jas.2011.02.008","p = 0.0034","exact",0.0034
"4498","10.1016/j.jas.2011.02.008","p = 0.3512","exact",0.3512
"4499","10.1016/j.jas.2011.02.008","p = 0.0002","exact",2e-04
"4500","10.1016/j.jas.2011.02.008","p = 0.0005","exact",5e-04
"4501","10.1016/j.jas.2011.01.009","p = 0.0001","exact",1e-04
"4502","10.1016/j.jas.2011.01.009","p = 0.297,","exact",0.297
"4503","10.1016/j.jas.2011.02.028","p = greate","exact",1e-05
"4504","10.1016/j.jas.2011.02.028","p = 6.2 mm","exact",6.2
"4505","10.1016/j.jas.2011.02.028","p = 7.50 m","exact",7.5
"4506","10.1016/j.jas.2011.02.028","p = 7.8 mm","exact",7.8
"4507","10.1016/j.jas.2011.02.028","p = 24). n","exact",24
"4508","10.1016/j.jas.2011.02.028","p = 2.2 × ","exact",2.2
"4509","10.1016/j.jas.2011.02.028","p < 4.5 × ","inequ",4.5
"4510","10.1016/j.jas.2011.02.028","p = 1.0000","exact",1
"4511","10.1016/j.jas.2011.02.028","p = 0.004)","exact",0.004
"4512","10.1016/j.jas.2011.02.028","p = 0.95) ","exact",0.95
"4513","10.1016/j.jas.2011.02.028","p = 0.30) ","exact",0.3
"4514","10.1016/j.jas.2010.12.018","p < 0.05) ","inequ",0.025
"4515","10.1016/j.jas.2010.12.018","p < 0.05) ","inequ",0.025
"4516","10.1016/j.jas.2010.12.018","p > 0.10).","inequ",0.1
"4517","10.1016/j.jas.2010.12.018","p > 0.10).","inequ",0.1
"4518","10.1016/j.jas.2010.12.018","p < 0.05),","inequ",0.025
"4519","10.1016/j.jas.2010.12.018","p > 0.10).","inequ",0.1
"4520","10.1016/j.jas.2010.11.011","p = < 0.00","inequ",0
"4521","10.1016/j.jas.2010.12.001","p < 0.001)","inequ",5e-04
"4522","10.1016/j.jas.2010.12.001","p < 0.001)","inequ",5e-04
"4523","10.1016/j.jas.2010.12.001","p < 0.001)","inequ",5e-04
"4524","10.1016/j.jas.2010.12.001","p = 0.478)","exact",0.478
"4525","10.1016/j.jas.2010.12.001","p = <0.000","inequ",0
"4526","10.1016/j.jas.2010.12.001","p = <0.000","inequ",0
"4527","10.1016/j.jas.2010.12.001","p = <0.005","inequ",0.005
"4528","10.1016/j.jas.2010.12.001","p = <0.005","inequ",0.005
"4529","10.1016/j.jas.2010.12.001","p < 0.001;","inequ",5e-04
"4530","10.1016/j.jas.2010.12.001","p < 0.001;","inequ",5e-04
"4531","10.1016/j.jas.2010.12.001","p < 0.001.","inequ",5e-04
"4532","10.1016/j.jas.2010.12.001","p = 0.002)","exact",0.002
"4533","10.1016/j.jas.2010.12.001","p = 0.106)","exact",0.106
"4534","10.1016/j.jas.2010.12.001","p < 0.001)","inequ",5e-04
"4535","10.1016/j.jas.2010.12.001","p < 0.001)","inequ",5e-04
"4536","10.1016/j.jas.2010.12.001","p = <0.005","inequ",0.005
"4537","10.1016/j.jas.2010.12.001","p < 0.001)","inequ",5e-04
"4538","10.1016/j.jas.2010.12.001","p = <0.003","inequ",0.003
"4539","10.1016/j.jas.2010.12.001","p < 0.001)","inequ",5e-04
"4540","10.1016/j.jas.2010.12.001","p < 0.001)","inequ",5e-04
"4541","10.1016/j.jas.2010.12.001","p < 0.001)","inequ",5e-04
"4542","10.1016/j.jas.2010.12.001","p = 0.305)","exact",0.305
"4543","10.1016/j.jas.2010.12.001","p < 0.001)","inequ",5e-04
"4544","10.1016/j.jas.2010.12.001","p = 0.032)","exact",0.032
"4545","10.1016/j.jas.2010.12.001","p < 0.001)","inequ",5e-04
"4546","10.1016/j.jas.2010.12.001","p < 0.001)","inequ",5e-04
"4547","10.1016/j.jas.2010.11.010","p = 0.01),","exact",0.01
"4548","10.1016/j.jas.2010.11.010","p = 0.010∗","exact",0.01
"4549","10.1016/j.jas.2010.11.010","p = 0.477)","exact",0.477
"4550","10.1016/j.jas.2010.11.010","p = 0.6; 1","exact",0.6
"4551","10.1016/j.jas.2010.11.010","p = 0.2). ","exact",0.2
"4552","10.1016/j.jas.2010.11.010","p = 0.028∗","exact",0.028
"4553","10.1016/j.jas.2010.11.010","p = 0.046∗","exact",0.046
"4554","10.1016/j.jas.2010.11.010","p = 0.028#","exact",0.028
"4555","10.1016/j.jas.2010.11.010","p = 0.043#","exact",0.043
"4556","10.1016/j.jas.2010.11.010","p = 0.463;","exact",0.463
"4557","10.1016/j.jas.2010.11.010","p = 0.753)","exact",0.753
"4558","10.1016/j.jas.2010.11.010","p = 0.01),","exact",0.01
"4559","10.1016/j.jas.2010.11.010","p < 0.05) ","inequ",0.025
"4560","10.1016/j.jas.2010.11.010","p = 0.01, ","exact",0.01
"4561","10.1016/j.jas.2010.11.010","p = 0.028,","exact",0.028
"4562","10.1016/j.jas.2010.11.010","p = 0.046)","exact",0.046
"4563","10.1016/j.jas.2010.11.010","p = 0.05).","exact",0.05
"4564","10.1016/j.jas.2010.11.010","p < 0.01) ","inequ",0.005
"4565","10.1016/j.jas.2010.11.010","p = 1.0). ","exact",1
"4566","10.1016/j.jas.2010.11.010","p = 1.0). ","exact",1
"4567","10.1016/j.jas.2010.11.010","p = 0.01),","exact",0.01
"4568","10.1016/j.jas.2010.11.010","p = 0.01).","exact",0.01
"4569","10.1016/j.jas.2010.11.010","p = 0.00).","exact",0
"4570","10.1016/j.jas.2010.11.010","p = 0.00).","exact",0
"4571","10.1016/j.jas.2010.11.010","p = 0.082)","exact",0.082
"4572","10.1016/j.jas.2010.12.019","p = 0.1). ","exact",0.1
"4573","10.1016/j.jas.2010.12.019","p = 0.001)","exact",0.001
"4574","10.1016/j.jas.2010.12.019","p = 0.1). ","exact",0.1
"4575","10.1016/j.jas.2010.12.019","p = 0.2). ","exact",0.2
"4576","10.1016/j.jas.2010.12.019","p = 0.2) a","exact",0.2
"4577","10.1016/j.jas.2010.12.019","p = 0.9). ","exact",0.9
"4578","10.1016/j.jas.2010.12.003","p < .001, ","inequ",0.001
"4579","10.1016/j.jas.2010.12.003","p < .001).","inequ",0.001
"4580","10.1016/j.jas.2010.12.003","p < .05) o","inequ",0.05
"4581","10.1016/j.jas.2010.12.003","p < .05), ","inequ",0.05
"4582","10.1016/j.jas.2010.12.003","p < .001),","inequ",0.001
"4583","10.1016/j.jas.2010.12.003","p < .05) o","inequ",0.05
"4584","10.1016/j.jas.2010.11.013","p < 0.05 a","inequ",0.025
"4585","10.1016/j.jas.2010.11.013","p < 0.01. ","inequ",0.005
"4586","10.1016/j.jas.2010.11.013","p < 0.05 a","inequ",0.025
"4587","10.1016/j.jas.2010.11.013","p < 0.01. ","inequ",0.005
"4588","10.1016/j.jas.2010.11.013","p < 0.05 a","inequ",0.025
"4589","10.1016/j.jas.2010.11.013","p < 0.01. ","inequ",0.005
"4590","10.1016/j.jas.2010.11.013","p < 0.05. ","inequ",0.025
"4591","10.1016/j.jas.2010.11.013","p < 0.01 (","inequ",0.005
"4592","10.1016/j.jas.2010.11.013","p < 0.05 a","inequ",0.025
"4593","10.1016/j.jas.2010.11.013","p < 0.01 (","inequ",0.005
"4594","10.1016/j.jas.2011.02.004","p < .05; ∗","inequ",0.05
"4595","10.1016/j.jas.2011.02.004","p < .01. a","inequ",0.01
"4596","10.1016/j.jas.2010.11.004","p = diopsi","exact",NA
"4597","10.1016/j.jas.2010.11.022","p < 0.001)","inequ",5e-04
"4598","10.1016/j.jas.2010.11.022","p = 0.213)","exact",0.213
"4599","10.1016/j.jas.2010.11.022","p = 0.934)","exact",0.934
"4600","10.1016/j.jas.2010.11.022","p = 0.543)","exact",0.543
"4601","10.1016/j.jas.2010.11.022","p = 0.631)","exact",0.631
"4602","10.1016/j.jas.2010.11.022","p = 0.249)","exact",0.249
"4603","10.1016/j.jas.2010.11.022","p = 0.134)","exact",0.134
"4604","10.1016/j.jas.2010.11.022","p < 0.001)","inequ",5e-04
"4605","10.1016/j.jas.2010.11.018","p = 0.025 ","exact",0.025
"4606","10.1016/j.jas.2010.11.018","p = 0.005 ","exact",0.005
"4607","10.1016/j.jas.2010.11.018","p = 0.052 ","exact",0.052
"4608","10.1016/j.jas.2010.11.018","p = 0.016 ","exact",0.016
"4609","10.1016/j.jas.2010.11.018","p = 0.01 d","exact",0.01
"4610","10.1016/j.jas.2010.11.018","p = 0.024 ","exact",0.024
"4611","10.1016/j.jas.2010.11.018","p = 0.014 ","exact",0.014
"4612","10.1016/j.jas.2010.11.018","p < 0.001 ","inequ",5e-04
"4613","10.1016/j.jas.2010.11.018","p = 0.001 ","exact",0.001
"4614","10.1016/j.jas.2010.11.018","p = 0.025)","exact",0.025
"4615","10.1016/j.jas.2010.11.018","p = 0.005)","exact",0.005
"4616","10.1016/j.jas.2010.11.018","p = 0.04),","exact",0.04
"4617","10.1016/j.jas.2010.11.018","p = 0.01).","exact",0.01
"4618","10.1016/j.jas.2010.11.018","p > 0.5) n","inequ",0.5
"4619","10.1016/j.jas.2010.11.018","p = 0.045;","exact",0.045
"4620","10.1016/j.jas.2010.11.018","p < 0.01; ","inequ",0.005
"4621","10.1016/j.jas.2010.11.018","p > 0.5). ","inequ",0.5
"4622","10.1016/j.jas.2010.11.019","p < 0.0005","inequ",5e-04
"4623","10.1016/j.jas.2010.11.017","p = range ","exact",1e-05
"4624","10.1016/j.jas.2010.11.017","p = intrin","exact",NA
"4625","10.1016/j.jas.2010.11.007","p = 0.000;","exact",0
"4626","10.1016/j.jas.2010.11.007","p = 0.000;","exact",0
"4627","10.1016/j.jas.2010.11.007","p = 0.000)","exact",0
"4628","10.1016/j.jas.2010.11.007","p = 0.008)","exact",0.008
"4629","10.1016/j.jas.2010.11.007","p = 0.000;","exact",0
"4630","10.1016/j.jas.2010.11.007","p = 0.000)","exact",0
"4631","10.1016/j.jas.2010.11.007","p = 0.000;","exact",0
"4632","10.1016/j.jas.2010.11.007","p = 0.000;","exact",0
"4633","10.1016/j.jas.2010.11.007","p = 0.000)","exact",0
"4634","10.1016/j.jas.2010.11.007","p = 0.000 ","exact",0
"4635","10.1016/j.jas.2010.11.007","p = 0.000 ","exact",0
"4636","10.1016/j.jas.2010.11.007","p = 0.000 ","exact",0
"4637","10.1016/j.jas.2010.11.007","p = 0.824)","exact",0.824
"4638","10.1016/j.jas.2010.11.007","p = 1.000)","exact",1
"4639","10.1016/j.jas.2010.11.007","p = 0.054)","exact",0.054
"4640","10.1016/j.jas.2010.11.007","p = 0.000;","exact",0
"4641","10.1016/j.jas.2010.11.007","p = 0.000)","exact",0
"4642","10.1016/j.jas.2010.11.007","p = 0.000 ","exact",0
"4643","10.1016/j.jas.2010.11.007","p = 0.184;","exact",0.184
"4644","10.1016/j.jas.2010.11.007","p = 0.006)","exact",0.006
"4645","10.1016/j.jas.2010.11.007","p = 0.181)","exact",0.181
"4646","10.1016/j.jas.2010.11.007","p = 0.930;","exact",0.93
"4647","10.1016/j.jas.2010.11.007","p = 0.645;","exact",0.645
"4648","10.1016/j.jas.2010.11.007","p = 0.851)","exact",0.851
"4649","10.1016/j.jas.2010.11.007","p = 0.531)","exact",0.531
"4650","10.1016/j.jas.2010.11.007","p = 0.276)","exact",0.276
"4651","10.1016/j.jas.2010.11.007","p = 0.903)","exact",0.903
"4652","10.1016/j.jas.2010.11.007","p = 0.487)","exact",0.487
"4653","10.1016/j.jas.2010.11.007","p = 0.499)","exact",0.499
"4654","10.1016/j.jas.2010.11.007","p = 0.114)","exact",0.114
"4655","10.1016/j.jas.2010.11.007","p = 0.551;","exact",0.551
"4656","10.1016/j.jas.2010.11.007","p = 0.186;","exact",0.186
"4657","10.1016/j.jas.2010.11.007","p = 1.000)","exact",1
"4658","10.1016/j.jas.2010.11.007","p = 0.034;","exact",0.034
"4659","10.1016/j.jas.2010.11.007","p = 0.008)","exact",0.008
"4660","10.1016/j.jas.2010.11.007","p = 0.275)","exact",0.275
"4661","10.1016/j.jas.2010.10.023","p = spring","exact",NA
"4662","10.1016/j.jas.2010.10.023","p < 0.3) a","inequ",0.3
"4663","10.1016/j.jas.2010.10.023","p < 0.3), ","inequ",0.3
"4664","10.1016/j.jas.2010.10.023","p < 0.004)","inequ",0.004
"4665","10.1016/j.jas.2010.10.023","p < 0.1; m","inequ",0.1
"4666","10.1016/j.jas.2010.10.023","p < 0.1; b","inequ",0.1
"4667","10.1016/j.jas.2010.10.023","p < 0.4. c","inequ",0.4
"4668","10.1016/j.jas.2010.10.023","p < 0.7; s","inequ",0.7
"4669","10.1016/j.jas.2010.10.023","p < 0.4; s","inequ",0.4
"4670","10.1016/j.jas.2010.10.023","p < 0.4; w","inequ",0.4
"4671","10.1016/j.jas.2010.10.023","p < 0.8; a","inequ",0.8
"4672","10.1016/j.jas.2010.10.023","p < 0.3. f","inequ",0.3
"4673","10.1016/j.jas.2010.10.023","p < 0.5; s","inequ",0.5
"4674","10.1016/j.jas.2010.10.023","p < 0.2; s","inequ",0.2
"4675","10.1016/j.jas.2010.10.023","p < 0.7; w","inequ",0.7
"4676","10.1016/j.jas.2010.10.023","p < 0.08; ","inequ",0.08
"4677","10.1016/j.jas.2010.10.023","p < 0.8. a","inequ",0.8
"4678","10.1016/j.jas.2010.10.023","p < 0.2; s","inequ",0.2
"4679","10.1016/j.jas.2010.10.023","p < 0.5; s","inequ",0.5
"4680","10.1016/j.jas.2010.10.023","p < 0.5; w","inequ",0.5
"4681","10.1016/j.jas.2010.10.023","p < 0.1; a","inequ",0.1
"4682","10.1016/j.jas.2010.10.023","p < 0.5. s","inequ",0.5
"4683","10.1016/j.jas.2010.10.023","p < 0.08; ","inequ",0.08
"4684","10.1016/j.jas.2010.10.023","p < 0.5; m","inequ",0.5
"4685","10.1016/j.jas.2010.10.023","p < 0.07),","inequ",0.07
"4686","10.1016/j.jas.2010.10.023","p < 0.08; ","inequ",0.08
"4687","10.1016/j.jas.2010.10.023","p < 0.08; ","inequ",0.08
"4688","10.1016/j.jas.2010.10.023","p < 0.4) a","inequ",0.4
"4689","10.1016/j.jas.2010.10.023","p < 0.9; b","inequ",0.9
"4690","10.1016/j.jas.2010.10.023","p < 0.5; m","inequ",0.5
"4691","10.1016/j.jas.2010.10.023","p < 0.07),","inequ",0.07
"4692","10.1016/j.jas.2010.10.023","p < 0.1; m","inequ",0.1
"4693","10.1016/j.jas.2010.10.023","p < 0.6; b","inequ",0.6
"4694","10.1016/j.jas.2010.10.023","p < 0.5) i","inequ",0.5
"4695","10.1016/j.jas.2010.10.025","p = 0.0079","exact",0.0079
"4696","10.1016/j.jas.2010.10.025","p = 0.0261","exact",0.0261
"4697","10.1016/j.jas.2010.10.025","p = 0.0263","exact",0.0263
"4698","10.1016/j.jas.2010.10.025","p = 0.0171","exact",0.0171
"4699","10.1016/j.jas.2010.10.025","p = 0.0284","exact",0.0284
"4700","10.1016/j.jas.2010.10.025","p = 0.0289","exact",0.0289
"4701","10.1016/j.jas.2010.10.025","p = 0.037;","exact",0.037
"4702","10.1016/j.jas.2010.10.010","p = 0.98 ×","exact",0.98
"4703","10.1016/j.jas.2010.10.010","p = 0.0113","exact",0.0113
"4704","10.1016/j.jas.2010.10.016","p = exp ( ","exact",1e-05
"4705","10.1016/j.jas.2010.10.016","p = 1 / [ ","exact",1
"4706","10.1016/j.jas.2010.10.027","p = 0.009)","exact",0.009
"4707","10.1016/j.jas.2010.10.027","p = 0.093)","exact",0.093
"4708","10.1016/j.jas.2010.10.027","p = 0.062)","exact",0.062
"4709","10.1016/j.jas.2010.10.027","p = 0.831)","exact",0.831
"4710","10.1016/j.jas.2010.10.027","p = 0.016)","exact",0.016
"4711","10.1016/j.jas.2010.10.027","p = 0.095)","exact",0.095
"4712","10.1016/j.jas.2010.10.027","p = 0.073)","exact",0.073
"4713","10.1016/j.jas.2010.10.007","p = ovis a","exact",NA
"4714","10.1016/j.jas.2010.10.007","p = 0.95) ","exact",0.95
"4715","10.1016/j.jas.2010.10.007","p = averag","exact",1e-05
"4716","10.1016/j.jas.2010.10.007","p = percen","exact",1e-05
"4717","10.1016/j.jas.2010.10.007","p = percen","exact",1e-05
"4718","10.1016/j.jas.2010.10.007","p = 0.3714","exact",0.3714
"4719","10.1016/j.jas.2010.10.007","p = 0.355)","exact",0.355
"4720","10.1016/j.jas.2010.10.007","p = 0.874)","exact",0.874
"4721","10.1016/j.jas.2010.10.007","p = 0.821)","exact",0.821
"4722","10.1016/j.jas.2010.10.007","p = 0.006)","exact",0.006
"4723","10.1016/j.jas.2010.10.007","p = 0.083)","exact",0.083
"4724","10.1016/j.jas.2010.10.007","p = 0.138)","exact",0.138
"4725","10.1016/j.jas.2010.10.007","p = 0.071)","exact",0.071
"4726","10.1016/j.jas.2010.10.007","p = 0.406)","exact",0.406
"4727","10.1016/j.jas.2010.10.007","p = 0.345)","exact",0.345
"4728","10.1016/j.jas.2010.10.007","p = 0.043)","exact",0.043
"4729","10.1016/j.jas.2010.10.007","p = 0.004)","exact",0.004
"4730","10.1016/j.jas.2010.10.007","p = 0.857)","exact",0.857
"4731","10.1016/j.jas.2010.10.007","p = 0.044)","exact",0.044
"4732","10.1016/j.jas.2010.10.007","p = 0.001)","exact",0.001
"4733","10.1016/j.jas.2010.10.007","p = 0.000)","exact",0
"4734","10.1016/j.jas.2010.10.014","p = 0.99. ","exact",0.99
"4735","10.1016/j.jas.2010.10.017","p = 0.13, ","exact",0.13
"4736","10.1016/j.jas.2010.10.017","p = 0.71, ","exact",0.71
"4737","10.1016/j.jas.2010.10.017","p = 0.67; ","exact",0.67
"4738","10.1016/j.jas.2010.10.017","p = 0.94).","exact",0.94
"4739","10.1016/j.jas.2010.10.017","p = 0.003)","exact",0.003
"4740","10.1016/j.jas.2010.10.017","p = 0.02, ","exact",0.02
"4741","10.1016/j.jas.2010.10.017","p = 0.27).","exact",0.27
"4742","10.1016/j.jas.2010.10.017","p = 0.03).","exact",0.03
"4743","10.1016/j.jas.2010.10.004","p = 0.0005","exact",5e-04
"4744","10.1016/j.jas.2010.10.018","p = 0.001,","exact",0.001
"4745","10.1016/j.jas.2010.10.018","p = 0.68, ","exact",0.68
"4746","10.1016/j.jas.2010.10.018","p = 0.94, ","exact",0.94
"4747","10.1016/j.jas.2010.10.018","p = 0.68, ","exact",0.68
"4748","10.1016/j.jas.2010.09.021","p = 0 in e","exact",1e-05
"4749","10.1016/j.jas.2010.09.021","p = 1). (f","exact",1
"4750","10.1016/j.jas.2010.09.010","p = 0.013)","exact",0.013
"4751","10.1016/j.jas.2010.08.025","p < 0.05; ","inequ",0.025
"4752","10.1016/j.jas.2010.09.023","p < 0.05),","inequ",0.025
"4753","10.1016/j.jas.2010.09.023","p < 0.05) ","inequ",0.025
"4754","10.1016/j.jas.2010.09.003","p = 17.9 ±","exact",17.9
"4755","10.1016/j.jas.2010.09.003","p = 0.014)","exact",0.014
"4756","10.1016/j.jas.2010.08.027","p = 0.033)","exact",0.033
"4757","10.1016/j.jas.2010.08.027","p = 0.428)","exact",0.428
"4758","10.1016/j.jas.2010.08.027","p = 0.178)","exact",0.178
"4759","10.1016/j.jas.2010.10.002","p = .039. ","exact",0.039
"4760","10.1016/j.jas.2010.10.002","p < .001 e","inequ",1e-05
"4761","10.1016/j.jas.2010.10.002","p < .001 m","inequ",0.001
"4762","10.1016/j.jas.2010.10.002","p < .001 t","inequ",0.001
"4763","10.1016/j.jas.2010.10.002","p = .039) ","exact",0.039
"4764","10.1016/j.jas.2010.10.002","p = .090).","exact",0.09
"4765","10.1016/j.jas.2010.10.002","p = .036, ","exact",0.036
"4766","10.1016/j.jas.2010.10.002","p = .545, ","exact",0.545
"4767","10.1016/j.jas.2010.10.002","p = .214, ","exact",0.214
"4768","10.1016/j.jas.2010.09.001","p = 0.2728","exact",0.2728
"4769","10.1016/j.jas.2010.09.001","p < 0.0001","inequ",5e-05
"4770","10.1016/j.jas.2010.09.001","p = 0.4626","exact",0.4626
"4771","10.1016/j.jas.2010.09.001","p = 0.7844","exact",0.7844
"4772","10.1016/j.jas.2010.09.001","p < 0.0001","inequ",5e-05
"4773","10.1016/j.jas.2010.09.001","p = 0.1431","exact",0.1431
"4774","10.1016/j.jas.2010.09.001","p = 0.2378","exact",0.2378
"4775","10.1016/j.jas.2010.09.001","p = 0.0130","exact",0.013
"4776","10.1016/j.jas.2010.09.001","p = 0.0002","exact",2e-04
"4777","10.1016/j.jas.2010.09.001","p = 0.6393","exact",0.6393
"4778","10.1016/j.jas.2010.09.001","p < 0.05. ","inequ",0.025
"4779","10.1016/j.jas.2010.09.001","p < 0.0001","inequ",5e-05
"4780","10.1016/j.jas.2010.09.001","p = 0.0100","exact",0.01
"4781","10.1016/j.jas.2010.07.028","p < 0.001)","inequ",5e-04
"4782","10.1016/j.jas.2010.07.028","p < 0.01) ","inequ",0.005
"4783","10.1016/j.jas.2010.07.028","p < 0.05).","inequ",0.025
"4784","10.1016/j.jas.2010.07.028","p < 0.01, ","inequ",0.005
"4785","10.1016/j.jas.2010.07.028","p < 0.05 s","inequ",0.025
"4786","10.1016/j.jas.2010.07.028","p = 0.0003","exact",3e-04
"4787","10.1016/j.jas.2010.07.028","p < 0.001,","inequ",5e-04
"4788","10.1016/j.jas.2010.07.028","p < 0.01, ","inequ",0.005
"4789","10.1016/j.jas.2010.07.028","p < 0.05 s","inequ",0.025
"4790","10.1016/j.jas.2010.07.028","p = 0.0556","exact",0.0556
"4791","10.1016/j.jas.2010.07.028","p < 0.001)","inequ",5e-04
"4792","10.1016/j.jas.2010.07.028","p < 0.01) ","inequ",0.005
"4793","10.1016/j.jas.2010.07.028","p < 0.05).","inequ",0.025
"4794","10.1016/j.jas.2010.07.028","p < 0.001)","inequ",5e-04
"4795","10.1016/j.jas.2010.07.028","p < 0.01) ","inequ",0.005
"4796","10.1016/j.jas.2010.07.028","p < 0.05).","inequ",0.025
"4797","10.1016/j.jas.2010.07.028","p < 0.001)","inequ",5e-04
"4798","10.1016/j.jas.2010.07.028","p < 0.01).","inequ",0.005
"4799","10.1016/j.jas.2010.07.028","p < 0.001)","inequ",5e-04
"4800","10.1016/j.jas.2010.07.024","p = 1): me","exact",1e-05
"4801","10.1016/j.jas.2010.07.024","p = 0.926)","exact",0.926
"4802","10.1016/j.jas.2010.07.024","p = 0.76).","exact",0.76
"4803","10.1016/j.jas.2010.07.024","p = 0.48) ","exact",0.48
"4804","10.1016/j.jas.2010.07.024","p = 0.47) ","exact",0.47
"4805","10.1016/j.jas.2010.07.024","p = 0.01) ","exact",0.01
"4806","10.1016/j.jas.2010.07.024","p < 0.0001","inequ",5e-05
"4807","10.1016/j.jas.2010.07.024","p < 0.0001","inequ",5e-05
"4808","10.1016/j.jas.2010.07.024","p = 0.9997","exact",0.9997
"4809","10.1016/j.jas.2010.07.024","p < 0.0001","inequ",5e-05
"4810","10.1016/j.jas.2010.07.024","p < 0.0001","inequ",5e-05
"4811","10.1016/j.jas.2010.08.024","p = scapul","exact",NA
"4812","10.1016/j.jas.2010.08.024","p = metapo","exact",1e-05
"4813","10.1016/j.jas.2010.08.024","p = 0.0000","exact",0
"4814","10.1016/j.jas.2010.08.024","p = 0.14).","exact",0.14
"4815","10.1016/j.jas.2010.09.005","p = t = p ","exact",NA
"4816","10.1016/j.jas.2010.09.005","p = 0.001)","exact",0.001
"4817","10.1016/j.jas.2010.09.005","p < .001),","inequ",0.001
"4818","10.1016/j.jas.2010.09.005","p < .001),","inequ",0.001
"4819","10.1016/j.jas.2010.09.005","p < .001) ","inequ",0.001
"4820","10.1016/j.jas.2010.09.005","p < .001),","inequ",0.001
